symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,r_multiple,exit_reason
EMR,2026-01-26,2026-02-12,146.63,149.67,275,834.97,0.21,trailing_stop
BNY,2026-02-11,2026-02-12,125.9,119.97,329,-1950.9,-0.47,trailing_stop
AMGN,2026-01-27,2026-02-25,343.58,381.45,118,4468.97,1.09,time_exit
GEV,2026-01-28,2026-02-26,690.63,875.48,58,10721.52,2.63,time_exit
CAT,2026-02-02,2026-03-03,657.35,716.87,61,3631.22,0.89,trailing_stop
BRK-B,2026-03-02,2026-03-03,495.23,490.15,89,-451.93,-0.1,trailing_stop
LIN,2026-03-04,2026-03-06,498.95,478.3,90,-1858.84,-0.41,trailing_stop
BMY,2026-02-26,2026-03-12,60.22,57.82,700,-1684.68,-0.4,trailing_stop
ABBV,2026-02-13,2026-03-13,224.94,216.48,183,-1547.93,-0.38,trailing_stop
RTX,2026-02-13,2026-03-16,198.98,204.53,207,1147.66,0.28,time_exit
SBUX,2026-03-13,2026-03-18,99.48,93.73,444,-2553.81,-0.58,trailing_stop
GD,2026-03-04,2026-03-19,362.71,344.03,123,-2298.05,-0.51,trailing_stop
BRK-B,2026-03-09,2026-03-19,494.9,480.46,90,-1299.76,-0.29,trailing_stop
MU,2026-03-16,2026-03-24,445.9,398.87,62,-2916.18,-0.66,trailing_stop
AMD,2026-03-26,2026-03-27,217.98,201.42,194,-3213.51,-0.76,trailing_stop
GEV,2026-03-20,2026-03-30,877.32,827.52,48,-2390.63,-0.56,trailing_stop
INTC,2026-03-26,2026-03-30,46.3,42.04,914,-3890.24,-0.92,trailing_stop
PFE,2026-03-18,2026-04-07,26.24,26.01,1682,-394.55,-0.09,trailing_stop
T,2026-03-24,2026-04-08,28.13,26.94,1525,-1810.81,-0.42,trailing_stop
COST,2026-03-31,2026-04-13,993.98,979.21,40,-590.73,-0.15,trailing_stop
AMAT,2026-04-09,2026-04-29,384.77,377.16,103,-783.91,-0.2,trailing_stop
BNY,2026-04-01,2026-04-30,119.38,133.84,338,4886.87,1.21,time_exit
C,2026-04-01,2026-04-30,114.34,126.73,353,4373.01,1.08,time_exit
BMY,2026-05-01,2026-05-04,59.35,57.13,700,-1555.01,-0.37,trailing_stop
CVS,2026-04-08,2026-05-06,77.48,86.33,520,4601.71,1.14,time_exit
GS,2026-04-14,2026-05-12,890.5,941.75,44,2255.18,0.57,time_exit
CAT,2026-05-05,2026-05-19,886.46,847.07,46,-1811.84,-0.44,trailing_stop
AMAT,2026-05-07,2026-05-19,425.83,397.44,99,-2810.79,-0.67,trailing_stop
COST,2026-05-13,2026-05-22,1016.32,1032.76,41,674.0,0.16,trailing_stop
CVX,2026-05-20,2026-05-26,196.25,187.93,212,-1764.46,-0.42,trailing_stop
GOOG,2026-04-30,2026-05-29,371.03,376.75,100,571.56,0.14,trailing_stop
AAPL,2026-05-01,2026-06-01,278.36,306.05,149,4124.74,0.99,time_exit
AMZN,2026-06-01,2026-06-02,266.29,257.37,156,-1392.06,-0.33,trailing_stop
CL,2026-05-20,2026-06-03,89.4,86.18,466,-1497.32,-0.36,trailing_stop
AAPL,2026-06-02,2026-06-09,307.2,298.93,138,-1140.19,-0.27,trailing_stop
BNY,2026-05-26,2026-06-24,139.02,142.99,300,1192.25,0.28,time_exit
AMAT,2026-05-27,2026-06-25,461.22,668.0,89,18403.42,4.44,time_exit
C,2026-06-03,2026-07-02,130.27,139.26,323,2905.15,0.69,time_exit
CAT,2026-06-26,2026-07-02,1029.94,981.17,44,-2146.07,-0.47,trailing_stop
DE,2026-06-04,2026-07-06,592.61,635.24,70,2983.82,0.71,time_exit
AMGN,2026-06-10,2026-07-10,346.86,363.39,120,1983.6,0.48,time_exit
BA,2026-07-06,2026-07-13,227.15,217.93,201,-1853.55,-0.41,trailing_stop
CSCO,2026-07-13,2026-07-15,119.97,113.5,389,-2516.59,-0.54,trailing_stop
MS,2026-07-16,2026-07-17,226.98,214.58,201,-2492.43,-0.54,trailing_stop
GILD,2026-07-07,2026-07-23,132.62,129.16,349,-1208.91,-0.26,trailing_stop
DUK,2026-06-25,2026-07-24,125.59,129.38,333,1264.27,0.3,time_exit
MO,2026-07-20,2026-07-30,74.05,71.67,611,-1453.95,-0.32,trailing_stop
AAPL,2026-07-06,2026-07-31,307.1,320.24,148,1945.28,0.43,trailing_stop
V,2026-07-14,2026-08-11,355.11,362.82,130,1002.26,0.22,time_exit
AMZN,2026-08-03,2026-08-14,278.29,262.68,163,-2545.23,-0.56,trailing_stop
