symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,r_multiple,exit_reason
BA,2022-12-14,2023-01-06,187.33,211.37,173,4158.23,1.95,target
HD,2022-12-16,2023-01-06,295.47,282.69,163,-2084.1,-1.0,stop
ABBV,2023-01-09,2023-01-10,145.2,140.96,504,-2139.22,-1.0,stop
AVGO,2023-01-09,2023-01-10,56.42,53.1,644,-2137.38,-1.0,stop
JNJ,2023-01-04,2023-01-11,161.5,156.9,456,-2096.99,-1.0,stop
BNY,2023-01-04,2023-01-17,43.11,45.27,743,1610.48,0.77,target
GS,2023-01-12,2023-01-17,336.4,321.73,137,-2010.09,-1.0,stop
CAT,2023-01-18,2023-01-19,242.96,232.33,188,-1998.15,-1.0,stop
CVX,2023-01-18,2023-01-31,156.43,149.31,281,-2000.97,-1.0,stop
JPM,2023-01-04,2023-02-02,124.53,128.17,385,1401.9,0.67,time_exit
CSCO,2023-02-01,2023-02-07,44.04,42.77,1519,-1924.39,-1.0,stop
AMAT,2023-02-03,2023-02-08,119.35,112.31,277,-1949.41,-1.0,stop
BLK,2023-01-11,2023-02-09,697.29,661.46,57,-2042.33,-0.99,stop
MA,2023-01-11,2023-02-09,364.93,362.78,118,-254.24,-0.12,time_exit
BKNG,2023-01-20,2023-02-17,91.15,96.43,401,2118.64,1.08,time_exit
AVGO,2023-02-08,2023-02-21,57.79,55.83,975,-1912.59,-1.0,stop
CSCO,2023-02-21,2023-02-23,46.15,44.25,985,-1871.2,-1.0,stop
GILD,2023-02-09,2023-02-24,76.3,72.8,536,-1872.96,-1.0,stop
GM,2023-02-10,2023-02-24,39.79,37.47,790,-1827.76,-1.0,stop
LIN,2023-02-10,2023-03-03,316.37,346.33,140,4194.0,2.29,target
GE,2023-02-27,2023-03-09,65.84,71.69,498,2912.83,1.69,target
JPM,2023-02-27,2023-03-09,131.1,125.21,292,-1718.04,-1.0,stop
DE,2023-02-22,2023-03-10,409.48,386.27,78,-1810.88,-0.99,stop
